Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
situational_graphs_reasoning_msgs,snt-arg,ROS2 messages for reasoning over situational graphs,https://github.com/snt-arg/situational_graphs_reasoning_msgs,40,0,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,4,26,2022-12-13T17:17:40Z,2,23,0,docs,Organization,40,4,0,CMake,0,2,2,0,0,0.0,,0.67,0.1,0.0,0.0,0.62,0.0,0.0,39,snt-arg/situational_graphs_reasoning_msgs,humble,
situational_graphs_wrapper,snt-arg,Graph wrapper for Networkx library as a tool for Sgraphs reasoning stack,https://github.com/snt-arg/situational_graphs_wrapper,66,0,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,2,19,2023-07-22T15:00:41Z,3,183,0,config,Organization,66,3,0,Python,0,1,1,0,0,0.0,,0.59,0.06,0.0,0.0,0.3,0.0,0.0,32,snt-arg/situational_graphs_wrapper,humble,
slam_toolbox,SteveMacenski,Slam Toolbox for lifelong mapping and localization in potentially massive maps with ROS,https://github.com/SteveMacenski/slam_toolbox,66772,2357,653,56,,LGPL-2.1,True,False,False,True,False,True,good first issue,74,565,2010-07-16T22:00:36Z,22,1673,0,code,User,66772,38,2357,C++;CMake;Python;C;Dockerfile,11,343,397,45,387,32.12,66.68,6.01,0.87,6.95,25.07,32.55,0.0,0.0,94,SteveMacenski/slam_toolbox,humble|jazzy|kilted,
slg_msgs,ajtudela,This package provides classes and messages to interact with laser related geometry.,https://github.com/ajtudela/slg_msgs,121,3,3,0,geometry;laserscan;ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,1,63,2021-07-16T10:49:18Z,2,53,0,config,User,121,1,3,C++;CMake,0,0,0,0,0,,,1.12,0.02,0.05,0.05,1.78,0.0,0.0,56,ajtudela/slg_msgs,humble|jazzy|kilted,
slider_publisher,oKermorgant,Generic slider-based GUI to publish any kind of message,https://github.com/oKermorgant/slider_publisher,69,18,9,0,publisher;ros;slider-plugin,MIT,True,False,False,False,False,True,good first issue,1,48,2017-10-15T13:33:05Z,2,22,0,docs,User,69,2,18,Python;CMake,0,0,2,0,1,49.35,0.82,0.48,0.01,0.09,0.18,1.9,0.0,0.0,101,oKermorgant/slider_publisher,humble|jazzy|kilted,
snowbot_operating_system,PickNikRobotics,The weather outside is frightful,https://github.com/PickNikRobotics/snowbot_operating_system,29,19,3,2,,BSD-2-Clause,True,False,False,False,False,True,good first issue,1,13,2020-12-06T02:58:49Z,7,329,0,code,Organization,29,4,19,C++;CMake,2,1,2,0,0,3.27,,0.21,0.02,0.05,0.3,0.11,0.0,0.0,63,PickNikRobotics/snowbot_operating_system,humble|jazzy|kilted,
soar_ros,THA-Embedded-Systems-Lab,A ROS 2 package integrating the Soar cognitive architecture into the ROS ecosystem.,https://github.com/THA-Embedded-Systems-Lab/soar_ros,19999,18,6,1,ai;cognitivearchitecture;ros2,Other,True,True,False,False,False,True,good first issue,3,40,2024-09-13T09:26:04Z,44,3002,0,code,Organization,19999,1,18,C++;Python;CMake;Dockerfile,0,3,3,1,0,8.53,,2.22,0.22,0.33,1.0,9.03,0.9,0.0,18,THA-Embedded-Systems-Lab/soar_ros,humble|jazzy|kilted,
soccer_visualization,ijnek,,https://github.com/ijnek/soccer_visualization,141,1,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,29,2021-07-20T07:16:58Z,12,1128,0,code,User,141,1,1,C++;CMake;Python,0,6,7,1,0,35.77,,0.52,0.04,0.0,0.02,0.6,0.62,0.0,56,ijnek/soccer_visualization,humble,
soccer_object_msgs,ijnek,,https://github.com/ijnek/soccer_object_msgs,8941,1,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,64,2021-05-16T03:58:53Z,4,74,0,config,User,8941,1,1,CMake,0,16,16,1,0,7.41,,1.1,0.03,0.0,0.02,0.69,0.62,0.0,58,ijnek/soccer_object_msgs,humble,
sol_vendor,OUXT-Polaris,,https://github.com/OUXT-Polaris/sol_vendor,54,1,0,1,,Apache-2.0,True,True,False,False,False,True,good first issue,5,67,2021-06-02T12:00:22Z,2,202,0,docs,Organization,54,4,1,CMake,0,37,41,1,0,0.91,,1.18,0.11,0.0,0.02,0.01,0.62,0.0,57,OUXT-Polaris/sol_vendor,humble|jazzy|kilted,
spdlog_vendor,ros2,Vendor package for spdlog,https://github.com/ros2/spdlog_vendor,54,4,11,0,,Apache-2.0,True,True,False,False,False,True,good first issue,14,65,2019-09-24T18:21:28Z,4,303,0,docs,Organization,54,21,4,CMake,0,33,37,0,3,10.43,75.18,0.83,0.21,0.14,0.05,0.27,0.89,0.0,78,ros2/spdlog_vendor,humble|jazzy|kilted,
srdfdom,ros-planning,Semantic Robot Description Format,https://github.com/moveit/srdfdom,208,22,74,3,,BSD-3-Clause,True,False,False,False,False,False,,32,201,2012-06-25T21:42:33Z,11,4392,0,code,Organization,208,23,22,C++;Python;CMake;C;Shell,2,93,112,1,23,40.36,111.62,1.25,0.25,0.46,0.14,1.93,0.0,0.0,161,moveit/srdfdom,humble|jazzy|kilted,
stomp,ros-industrial,Stochastic Trajectory Optimization for Motion Planning (STOMP),https://github.com/ros-industrial/stomp,11338,29,8,5,,Apache-2.0,True,True,False,False,False,True,good first issue,21,670,2013-08-27T16:24:14Z,3,208,0,config,Organization,11338,4,29,C++;Python;CMake;Shell,2,7,13,3,2,119.82,19.34,12.64,0.58,0.15,0.55,1.67,4.22,0.0,53,ros-industrial/stomp,humble|jazzy|kilted,
swri_console,swri-robotics,Replacement for rqt_console,https://github.com/swri-robotics/swri_console,2808,56,23,7,,Other,True,False,False,False,False,False,,12,160,2015-09-09T23:46:03Z,17,1020,0,code,Organization,2808,17,56,C++;Python;CMake,0,42,48,7,20,85.48,156.67,1.27,0.13,0.18,0.44,2.06,0.0,0.0,126,swri-robotics/swri_console,humble|jazzy|kilted,
synapticon_ros2_control,synapticon,A ros2_control interface for Synapticon motor drivers,https://github.com/synapticon/synapticon_ros2_control,9093,8,11,10,,MIT,True,False,False,False,False,True,good first issue,5,199,2024-12-09T15:38:54Z,2,79,0,config,Organization,9093,2,8,C;C++;Python;CMake;Dockerfile;Shell,0,48,61,10,8,4.61,34.65,15.31,0.46,0.85,0.62,20.36,0.0,0.0,13,synapticon/synapticon_ros2_control,humble|jazzy,
sync_parameter_server,Tacha-S,ROS2 package for managing the synchronization of parameters between multiple nodes.,https://github.com/Tacha-S/sync_parameter_server,71,6,0,0,ros2,Apache-2.0,True,False,False,False,False,True,good first issue,1,11,2023-11-23T09:23:09Z,3,254,0,config,User,71,1,6,C++;Python;CMake,0,0,0,0,0,,,0.39,0.04,0.0,0.21,2.44,0.0,0.0,28,Tacha-S/sync_parameter_server,humble,
sync_tooling_msgs,tier4,ROS2 message types used in tier4/sync_tooling and drivers like tier4/nebula,https://github.com/tier4/sync_tooling_msgs,165,1,0,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,63,2025-01-24T07:21:16Z,12,180,0,config,Organization,165,1,1,Python;CMake,1,0,0,0,0,,,4.5,0.07,0.0,0.07,0.79,0.0,0.0,14,tier4/sync_tooling_msgs,humble|jazzy,
synchros2,bdaiinstitute,Wrappers and other utilities for ROS2,https://github.com/bdaiinstitute/synchros2,872,57,9,1,,MIT,True,True,False,True,False,True,good first issue,16,177,2023-04-01T20:49:20Z,3,152,0,config,Organization,872,11,57,Python;Shell;CMake;Dockerfile,0,175,185,1,11,5.17,75.12,5.06,0.49,0.26,1.63,1.37,7.74,0.0,35,bdaiinstitute/synchros2,humble|jazzy,
ros_system_fingerprint,MetroRobots,A simple tool for getting information about a system to share,https://github.com/MetroRobots/ros_system_fingerprint,49,33,1,2,,BSD-2-Clause,True,False,False,False,False,True,good first issue,2,29,2022-05-19T20:25:15Z,2,27,0,docs,Organization,49,3,33,Python,0,22,24,2,5,11.14,7.38,0.63,0.04,0.02,0.72,1.55,0.0,0.0,46,MetroRobots/ros_system_fingerprint,humble|jazzy|kilted,
talos_simulation,pal-robotics,,https://github.com/pal-robotics/talos_simulation,19633,8,2,2,biped;humanoid;humanoid-robot;position-control;simulation;torque-control,Apache-2.0,False,False,False,False,False,True,good first issue,7,165,2016-07-13T13:04:06Z,88,19573,0,config,Organization,19633,8,8,Python;CMake,0,0,0,2,1,,3.77,1.68,0.15,0.02,0.08,0.0,0.0,0.0,98,pal-robotics/talos_simulation,humble,
talos_moveit_config,pal-robotics,,https://github.com/pal-robotics/talos_moveit_config,92,1,1,0,,,False,False,False,False,False,True,good first issue,5,54,2016-10-31T13:59:59Z,26,2047,0,config,Organization,92,6,1,CMake,0,0,0,0,0,,,0.55,0.1,0.01,0.01,0.0,0.0,0.0,98,pal-robotics/talos_moveit_config,humble,
tango_icons_vendor,ros-visualization,Provides Tango icons for non-linux systems,https://github.com/ros-visualization/tango_icons_vendor,865,1,2,0,,Apache-2.0,False,True,False,False,False,True,good first issue,8,34,2018-12-11T21:00:32Z,2,29,0,config,Organization,865,6,1,CMake,0,15,17,0,1,19.39,20.15,0.39,0.09,0.02,0.01,0.0,0.89,0.0,87,ros-visualization/tango_icons_vendor,humble|jazzy|kilted,
tecgihan_driver,tecgihan,"This package contains softwares for Tec Gihan Co.,Ltd. sensor amplifiers running with Linux and ROS.",https://github.com/tecgihan/tecgihan_driver,5300,1,4,3,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,28,2025-06-06T02:20:18Z,34,3571,0,code,Organization,5300,1,1,Python,0,8,10,3,0,0.94,,3.11,0.56,0.44,0.11,63.92,0.0,0.0,9,tecgihan/tecgihan_driver,humble|jazzy,
tensorrt_cmake_module,tier4,,https://github.com/tier4/tensorrt_cmake_module,16,2,6,2,,Apache-2.0,True,True,False,False,False,True,good first issue,1,14,2022-01-17T19:32:34Z,7,363,0,config,Organization,16,3,2,CMake,1,1,1,1,0,8.59,,0.28,0.06,0.12,0.04,0.05,0.62,0.0,50,tier4/tensorrt_cmake_module,humble|jazzy|kilted,
test_interface_files,ros2,,https://github.com/ros2/test_interface_files,178,4,14,3,,Apache-2.0,False,True,False,False,False,True,good first issue,20,114,2015-05-18T23:44:01Z,4,238,0,code,Organization,178,19,4,CMake,2,20,25,1,0,69.07,,1.33,0.23,0.16,0.05,0.0,0.62,0.0,86,ros2/test_interface_files,humble|jazzy|kilted,
tf_transformations,DLu,Reimplementation of the tf/transformations.py library for common Python spatial operations,https://github.com/DLu/tf_transformations,29,59,18,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,20,2021-06-09T19:11:42Z,2,31,0,docs,User,29,1,59,Python,0,7,8,1,8,162.04,364.22,0.35,0.07,0.32,1.04,4.23,0.0,0.0,57,DLu/tf_transformations,humble|jazzy|kilted,
tiago_moveit_config,pal-robotics,,https://github.com/pal-robotics/tiago_moveit_config,887,6,17,2,,Apache-2.0,True,True,False,False,False,False,,14,291,2014-11-19T10:38:33Z,25,1429,0,config,Organization,887,8,6,Python;Shell;EmberScript;CMake,1,6,9,1,5,253.48,0.31,2.27,0.16,0.13,0.05,0.89,2.73,0.0,128,pal-robotics/tiago_moveit_config,humble,
tiago_pro_moveit_config,pal-robotics,TIAGo Pro's automatically generated package with all the configuration and launch files for using the tiago_pro with the MoveIt! Motion Planning Framework,https://github.com/pal-robotics/tiago_pro_moveit_config,213,0,3,0,,Apache-2.0,False,True,False,False,False,True,good first issue,12,135,2022-12-10T16:07:38Z,33,2205,0,config,Organization,213,6,0,Python;Shell;EmberScript;CMake,0,0,0,0,0,,,11.25,1.25,0.25,0.0,0.0,2.73,0.0,12,pal-robotics/tiago_pro_moveit_config,humble,
tinyspline_vendor,wep21,,https://github.com/wep21/tinyspline_vendor,10,0,0,0,,Apache-2.0,True,True,False,False,False,True,good first issue,1,8,2023-03-04T18:07:00Z,5,291,0,config,User,10,1,0,CMake,0,1,1,0,0,0.01,,0.22,0.06,0.0,0.0,0.42,0.89,0.0,36,wep21/tinyspline_vendor,humble|jazzy|kilted,
tinyxml2_vendor,ros2,temporary vendor package for tinyxml2,https://github.com/ros2/tinyxml2_vendor,45,3,12,2,,Apache-2.0,True,False,False,False,False,True,good first issue,20,48,2017-12-01T09:23:12Z,3,285,0,config,Organization,45,19,3,CMake,0,25,26,2,2,10.82,52.62,0.48,0.2,0.12,0.03,0.18,0.0,0.0,99,ros2/tinyxml2_vendor,humble|jazzy|kilted,
tinyxml_vendor,ros2,Vendor package for providing tinyxml within a cmake package,https://github.com/ros2/tinyxml_vendor,29,3,12,1,,Apache-2.0,True,True,False,False,False,True,good first issue,12,37,2017-03-07T03:30:17Z,6,168,0,docs,Organization,29,19,3,CMake,1,16,21,0,6,15.99,66.05,0.34,0.11,0.11,0.03,0.08,0.89,0.0,108,ros2/tinyxml_vendor,humble|jazzy|kilted,
tlsf,ros2,Snapshot of TLSF allocator,https://github.com/ros2/tlsf,47,7,6,0,,,False,False,False,False,False,True,good first issue,12,51,2015-12-10T22:35:23Z,7,1647,0,code,Organization,47,22,7,C;CMake,0,17,17,0,2,1.31,68.81,0.41,0.11,0.05,0.06,0.0,0.0,0.0,123,ros2/tlsf,humble|jazzy|kilted,
tracetools_acceleration,ros-acceleration,LTTng tracing provider wrapper for ROS 2 packages in the Hardware Acceleration Working Group.,https://github.com/ros-acceleration/tracetools_acceleration,27,0,3,0,fpga;gpu;hardware-acceleration;lttng;robotics;ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,2,12,2021-10-12T14:00:30Z,15,721,0,code,Organization,27,3,0,C;C++;CMake,0,1,1,0,1,0.54,62.97,0.23,0.04,0.06,0.0,0.38,0.0,0.0,53,ros-acceleration/tracetools_acceleration,humble|jazzy|kilted,
tsid,stack-of-tasks,Efficient Task Space Inverse Dynamics (TSID) based on Pinocchio,https://github.com/stack-of-tasks/tsid,6804,307,94,8,control;humanoids;optimization;pinocchio;robotics;task-space-inverse-dynamics,BSD-2-Clause,True,False,False,False,False,False,,34,799,2017-02-16T14:13:59Z,2,4,0,other,Organization,6804,13,307,C++;HTML;Python;Jupyter Notebook;CMake;Nix,1,163,182,7,110,20.18,93.31,7.33,0.4,0.86,2.82,4.86,0.0,0.0,109,stack-of-tasks/tsid,humble|jazzy|kilted,
turbojpeg_compressed_image_transport,wep21,,https://github.com/wep21/turbojpeg_compressed_image_transport,28,2,1,0,,Apache-2.0,False,True,False,False,False,True,good first issue,2,16,2022-11-20T15:19:57Z,7,501,0,code,User,28,1,2,C++;CMake,0,1,1,0,0,0.46,,0.4,0.07,0.03,0.05,0.0,0.62,0.0,40,wep21/turbojpeg_compressed_image_transport,humble|jazzy|kilted,
turtle_nest,Jannkar,ROS 2 Package Creator,https://github.com/Jannkar/turtle_nest,3680,208,19,2,,Apache-2.0,True,False,False,False,False,True,good first issue,2,55,2024-08-22T07:53:03Z,35,3131,0,code,User,3680,4,208,C++;C;QMake;Python;CMake;Dockerfile;Shell,0,26,28,2,6,0.22,118.23,2.89,0.11,1.0,10.95,5.89,0.0,0.0,19,Jannkar/turtle_nest,humble|jazzy|kilted,
turtlebot3_applications_msgs,ROBOTIS-GIT,ROS applications msgs package for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_applications_msgs,26,8,5,0,dynamixel;mobile;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,3,18,2018-05-11T08:20:56Z,8,400,0,config,Organization,26,8,8,CMake,0,5,5,0,0,0.06,,0.19,0.05,0.05,0.09,2.69,0.89,0.0,94,ROBOTIS-GIT/turtlebot3_applications_msgs,humble|jazzy,
turtlebot3_machine_learning,ROBOTIS-GIT,,https://github.com/ROBOTIS-GIT/turtlebot3_machine_learning,3308,144,91,4,,Apache-2.0,True,True,False,False,False,False,,8,228,2018-07-25T10:12:28Z,3,306,0,config,Organization,3308,16,144,Python;CMake,1,21,33,3,61,22.75,387.38,2.48,0.09,0.99,1.57,2.61,0.89,0.0,92,ROBOTIS-GIT/turtlebot3_machine_learning,humble|jazzy,
turtlebot3_msgs,ROBOTIS-GIT,ROS msgs package for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_msgs,81,77,144,0,dynamixel;mobile;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,8,90,2017-04-24T06:31:23Z,2,230,0,config,Organization,81,11,77,CMake,0,52,54,0,2,31.51,660.21,0.84,0.11,1.35,0.72,2.54,0.89,0.0,107,ROBOTIS-GIT/turtlebot3_msgs,humble|jazzy|kilted,
turtlebot4_setup,turtlebot,TurtleBot 4 setup tools and configuration files.,https://github.com/turtlebot/turtlebot4_setup,151,31,5,0,,Apache-2.0,True,True,False,True,False,True,good first issue,4,68,2022-02-11T19:14:24Z,16,835,0,code,Organization,151,6,31,Python;Shell;CMake,0,11,12,0,12,8.11,61.37,1.39,0.08,0.1,0.63,3.38,0.65,0.0,49,turtlebot/turtlebot4_setup,humble|jazzy,
tuw_geometry,tuw-robotics,"Classes to handle and visualize 2D and 3D objects such as points, poses, lines as well as a plot windows for debugging.",https://github.com/tuw-robotics/tuw_geometry,287,7,11,0,,BSD-3-Clause,True,False,False,False,False,False,,6,158,2016-05-19T09:41:57Z,24,2525,0,code,Organization,287,7,7,C++;CMake;Dockerfile;Makefile;Shell,0,2,3,0,4,4.1,1110.9,1.35,0.07,0.09,0.06,1.27,0.0,0.0,117,tuw-robotics/tuw_geometry,humble|jazzy|kilted,
tvm_vendor,autowarefoundation,A ROS 1/ROS 2 hybrid package wrapping the Apache TVM project.,https://github.com/autowarefoundation/tvm_vendor,48,10,8,1,,Apache-2.0,True,False,False,False,False,True,good first issue,6,75,2020-11-16T16:41:55Z,4,116,0,docs,Organization,48,3,10,CMake,1,11,11,0,3,2.65,30.49,1.17,0.14,0.12,0.16,0.1,0.0,0.0,64,autowarefoundation/tvm_vendor,humble|jazzy|kilted,
twist_mux,ros-teleop,Twist multiplexer,https://github.com/ros-teleop/twist_mux,85,72,118,22,,Apache-2.0,True,True,False,False,False,False,,11,52,2014-11-10T17:42:58Z,22,1750,0,code,Organization,85,5,72,C++;Python;CMake,2,24,32,20,12,147.78,310.29,0.38,0.1,0.87,0.53,0.29,2.73,0.0,136,ros-teleop/twist_mux,humble|jazzy|kilted,
twist_mux_msgs,ros-teleop,Twist multiplexer messages,https://github.com/ros-teleop/twist_mux_msgs,17,2,8,1,,Apache-2.0,True,True,False,False,False,False,,2,19,2014-11-10T17:42:19Z,5,50,0,docs,Organization,17,4,2,CMake,0,2,2,1,0,348.02,,0.14,0.04,0.06,0.01,0.3,2.73,0.0,136,ros-teleop/twist_mux_msgs,humble|jazzy|kilted,
twist_stamper,joshnewans,ROS2 package for converting Twist messages to TwistStamped,https://github.com/joshnewans/twist_stamper,29,15,13,3,,Apache-2.0,True,True,False,False,False,True,good first issue,4,20,2021-01-23T04:59:35Z,1,2,0,docs,User,29,1,15,Python,0,3,3,3,1,42.3,0.9,0.32,0.08,0.21,0.24,1.43,0.62,0.0,62,joshnewans/twist_stamper,humble|jazzy|kilted,
udp_msgs,flynneva,ROS2 udp_msgs package,https://github.com/flynneva/udp_msgs,24,2,3,0,,MIT,True,True,False,False,False,True,good first issue,2,28,2020-10-06T22:36:29Z,5,84,0,config,User,24,1,2,CMake,0,8,10,0,7,2.05,7.41,0.43,0.03,0.05,0.03,0.11,0.15,0.0,65,flynneva/udp_msgs,humble|jazzy|kilted,
uncrustify_vendor,ament,CMake shim over the uncrustify library: https://github.com/uncrustify/uncrustify,https://github.com/ament/uncrustify_vendor,38,0,10,2,,Apache-2.0,True,False,False,False,False,True,good first issue,12,48,2018-07-05T23:56:52Z,2,203,0,docs,Organization,38,15,0,CMake,1,22,30,1,8,37.33,314.48,0.52,0.13,0.11,0.0,0.1,0.0,0.0,92,ament/uncrustify_vendor,humble|jazzy|kilted,
unique_identifier_msgs,ros2,,https://github.com/ros2/unique_identifier_msgs,43,8,15,1,,BSD-3-Clause,True,True,False,False,False,True,good first issue,15,49,2018-11-05T07:14:02Z,1,201,0,other,Organization,43,22,8,CMake,0,24,31,1,1,5.04,245.15,0.56,0.17,0.17,0.09,0.64,0.44,0.0,88,ros2/unique_identifier_msgs,humble|jazzy|kilted,
unitree_ros,snt-arg,A ROS2 package to control the Unitree GO1 robot,https://github.com/snt-arg/unitree_ros,21039,54,9,4,driver;legged-robot;robot;ros2;unitree-go1,GPL-3.0,True,False,False,False,False,True,good first issue,3,265,2023-03-13T13:08:26Z,2,53,0,config,Organization,21039,4,54,C++;CMake;Dockerfile;Python,0,18,19,4,13,0.02,33.78,7.36,0.08,0.25,1.5,10.8,0.0,0.0,36,snt-arg/unitree_ros,humble,
Universal_Robots_Client_Library,UniversalRobots,A C++ library for accessing the UR interfaces that facilitate the use of UR robotic manipulators by external applications.,https://github.com/UniversalRobots/Universal_Robots_Client_Library,5821,194,129,33,,Apache-2.0,True,False,False,False,False,True,good first issue,61,1349,2015-09-08T09:09:09Z,9,1093,0,code,Organization,5821,13,194,C++;Shell;CMake;Python;C;Ruby,10,320,346,23,74,26.85,222.52,20.13,1.04,1.93,2.9,10.09,0.0,0.0,67,UniversalRobots/Universal_Robots_Client_Library,humble|jazzy|kilted,
Universal_Robots_ROS2_Description,UniversalRobots,ROS2 URDF description for Universal Robots,https://github.com/UniversalRobots/Universal_Robots_ROS2_Description,31453,289,188,14,robotics;ros2;universal-robots;ur10;ur10e;ur16e;ur20;ur3;ur3e;ur5;ur5e,BSD-3-Clause,True,True,False,False,False,True,good first issue,22,255,2020-10-30T13:31:15Z,65,10292,0,config,Organization,31453,15,289,Python;CMake,5,298,324,9,43,21.11,115.9,5.0,0.51,3.69,5.67,3.52,2.3,0.0,51,UniversalRobots/Universal_Robots_ROS2_Description,humble|jazzy|kilted,
ur_msgs,ros-industrial,ROS messages and services for Universal Robots robot controllers.,https://github.com/ros-industrial/ur_msgs,56,23,36,4,ros;ros-industrial;universal-robots,BSD-3-Clause,True,True,False,False,False,True,good first issue,11,91,2014-07-09T15:02:38Z,6,224,0,config,Organization,56,4,23,CMake,2,24,30,2,6,98.1,255.87,1.32,0.2,0.52,0.33,1.1,0.16,0.0,69,ros-industrial/ur_msgs,humble|jazzy|kilted,
Universal_Robots_ROS2_GZ_Simulation,UniversalRobots,,https://github.com/UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,656,80,38,1,,BSD-3-Clause,True,True,False,False,False,True,good first issue,10,68,2021-12-15T12:15:46Z,1,29,0,other,Organization,656,8,80,Python;CMake,1,88,96,0,31,24.78,81.58,1.33,0.2,0.75,1.57,4.01,0.16,0.0,51,UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,humble|jazzy|kilted,
urdf_launch,ros,Launch files for common URDF operations,https://github.com/ros/urdf_launch,20,41,13,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,18,2023-05-22T15:10:27Z,2,30,0,docs,Organization,20,3,41,Python;CMake,0,11,13,0,1,6.85,10.73,0.53,0.09,0.38,1.21,1.65,0.0,0.0,34,ros/urdf_launch,humble|jazzy|kilted,
urdf_sim_tutorial,ros,,https://github.com/ros/urdf_sim_tutorial,304,92,49,5,,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,22,2017-05-17T01:41:51Z,6,449,0,config,Organization,304,10,92,CMake,2,11,13,3,6,33.97,1.82,0.23,0.05,0.51,0.95,0.08,0.0,0.0,97,ros/urdf_sim_tutorial,humble,
